"","users[, 1]","Book.Title","Book.Author","Publisher","ratings[, 3]"
"2963",2963,"The Lions of Lucerne","Brad Thor","Pocket Star",0
"2964",2964,"To the Hilt","Dick Francis","Pan Publishing",0
"2965",2965,"Road Rage","Ruth Rendell","Random House Inc",0
"2966",2966,"Day of the Long Night: A Palestinian Refugee Remembers the Nakba","Jamil I. Toubbeh","McFarland &amp; Company",0
"2967",2967,"Flesh Tones: A Novel","M. J. Rose","Ballantine Books",0
"2968",2968,"Godel, Escher, Bach: An Eternal Golden Braid","Douglas R. Hofstadter","Vintage Books USA",0
"2969",2969,"Cosima Wagner's Diaries: An Abridgement","Cosima Wagner","Yale University Press",0
"2970",2970,"The Bonesetter's Daughter","Amy Tan","Putnam Publishing Group",0
"2971",2971,"An Arrow's Flight","Mark Merlis","St Martins Pr",0
"2972",2972,"Shadow of the Hegemon (Ender Wiggins Saga (Hardcover))","Orson Scott Card","Tor Books",0
"2973",2973,"The Dark Child : The Autobiography of an African Boy","Camara Laye","Farrar, Straus and Giroux",0
"2974",2974,"Yuwipi: Vision and Experience in Oglala Ritual","William K. Powers","University of Nebraska Press",0
"2975",2975,"Science and Health with Key to the Scriptures (W.M.B.E.)","Mary Baker Eddy","Writings of Mary Baker Eddy",0
"2976",2976,"Mama Lola: A Voodoo Priestess in Brooklyn (Comparative Studies in Religion and Society, No. 4)","Karen McCarthy Brown","University of California Press",0
"2977",2977,"No-No Boy","John Okada","University of Washington Press",0
"2978",2978,"All I Asking for Is My Body (Kolowalu Book)","Milton Murayama","University of Hawaii Press",7
"2979",2979,"The Mistress of Spices","Chitra Banerjee Divakaruni","Anchor Books/Doubleday",0
"2980",2980,"The Path of Minor Planets : A Novel","Andrew Sean Greer","Picador",0
"2981",2981,"Curanderismo: Mexican American Folk Healing","Robert T., Ii Trotter","University of Georgia Press",0
"2982",2982,"A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League","RON SUSKIND","Broadway",0
"2983",2983,"Fires in the Mirror: Crown Heights, Brooklyn and Other Identities","Anna Deavere Smith","Anchor",0
"2984",2984,"Unbroken Thread: An Anthology of Plays by Asian American Women","Roberta Uno","University of Massachusetts Press",8
"2985",2985,"Zoot Suit and Other Plays","Luis Valdez","Arte Publico Press",10
"2986",2986,"A Midwife's Tale : The Life of Martha Ballard, Based on Her Diary, 1785-1812","LAUREL THATCHER ULRICH","Vintage",0
"2987",2987,"Kaleidoscope Readings in Education","K. Ryan","Houghton Mifflin College",7
"2988",2988,"The Hundred Secret Senses","Amy Tan","Putnam Pub Group",8
"2989",2989,"Midwives: A Novel","Chris Bohjalian","Vintage",0
"2990",2990,"Don Quixote of LA Mancha","Miguel de Cervantes Saavedra","Signet Classics",0
"2991",2991,"Where I'm Calling from: New and Selected Stories (Vintage Contemporaries)","Raymond Carver","Vintage Books USA",7
"2992",2992,"Cyrano De Bergerac (Bantam Classics)","EDMOND ROSTAND","Bantam",7
"2993",2993,"In Cold Blood (Vintage International)","TRUMAN CAPOTE","Vintage",8
"2994",2994,"Writers Dreaming: 26 Writers Talk About Their Dreams and the Creative Process","Naomi Epel","Vintage Books USA",7
"2995",2995,"The Brothers Karamazov (Vintage Classics)","Fyodor Dostoyevsky","Vintage Books USA",0
"2996",2996,"Song of Solomon (Oprah's Book Club (Paperback))","Toni Morrison","Plume Books",5
"2997",2997,"Ender's Game (Ender Wiggins Saga (Paperback))","Orson Scott Card","Tor Books",0
"2998",2998,"Voyage of the Dawn Treader","C. S. Lewis","MacMillan Publishing Company.",5
"2999",2999,"The Prometheus Deception","Robert Ludlum","St. Martin's Press",8
"3000",3000,"Coronado Conspiracy","George Galdorisi Captain","Avon",0
"3001",3001,"H.M.S. Unseen","Patrick Robinson","HarperTorch",6
"3002",3002,"The Passenger","Patrick A. Davis","Berkley Publishing Group",9
"3003",3003,"The Great Hunt (The Wheel of Time, Book 2)","Robert Jordan","Tor Fantasy",6
"3004",3004,"Truth, The","Terry Pratchett","HarperTorch",9
"3005",3005,"Os Maias","Eca de Queiros","Publicacoes Europa-America",8
"3006",3006,"S.W.A.T.","Diane Carey","Pocket Star",7
"3007",3007,"Life on the Road","Charles Kuralt","Putnam Pub Group",0
"3008",3008,"The Best Cat Ever","Cleveland Amory","Little Brown &amp; Co",8
"3009",3009,"Solo: On Her Own Adventure","Susan Fox Rogers","Seal Press (WA)",10
"3010",3010,"Mr. Murder","Dean R. Koontz","Putnam Pub Group",4
"3011",3011,"Dark Labyrinth","Lawrence Durrell","Faber Faber Inc",0
"3012",3012,"New York Dogs","Andrea Mohin","Chronicle Books Llc",0
"3013",3013,"Demonlands","Anthony M. Fauglid","Publishamerica",0
"3014",3014,"Innocence","Jane Mendelsohn","Riverhead Books",0
"3015",3015,"Joy","Victoria Christopher Murray","Walk Worthy Press",8
"3016",3016,"Atlas Shrugged","Ayn Rand","Signet Book",7
"3017",3017,"Quotations from Women on Life","Rosalie Maggio","Prentice Hall Art",0
"3018",3018,"The Dance","Richard Paul Evans","Simon &amp; Schuster Children's Publishing",7
"3019",3019,"Pursuit of God","Aiden W. Tozer","Christian Publications",9
"3020",3020,"The Good Earth (Enriched Classics)","Pearl S. Buck","Pocket",9
"3021",3021,"Number the Stars (Yearling Newbery)","Lois Lowry","Yearling Books",8
"3022",3022,"A Long Way from Chicago: A Novel in Stories (Newbery Honor Book, 1999)","Richard Peck","Dial Books",9
"3023",3023,"I Know This Much Is True","Wally Lamb","Regan Books",7
"3024",3024,"Hinds' Feet on High Places","Hannah Hurnard","Living Books",0
"3025",3025,"Woman, Thou Art Loosed: Healing the Wounds of the Past","T. D. Jakes","Bethany House Publishers",0
"3026",3026,"To the Nines: A Stephanie Plum Novel","Janet Evanovich","St. Martin's Press",6
"3027",3027,"Talent","Howard Kaminsky","Bantam Books",7
"3028",3028,"Carrie Pilby (Red Dress Ink (Paperback))","Caren Lissner","Red Dress Ink",10
"3029",3029,"Free","Paul Vincent","Upfront Publishing",9
"3030",3030,"Die L√?¬∂win von Aquitanien. Roman.","Tanja Kinkel","Goldmann",10
"3031",3031,"Die Totenw√?¬§scherin.","Helga Hegewisch","Ullstein TB-Vlg",0
"3032",3032,"Flush. Eine Biographie.","Virginia Woolf","Fischer (Tb.), Frankfurt",0
"3033",3033,"Venezianisches Finale. Commissario Brunettis erster Fall.","Donna Leon","Diogenes Verlag",0
"3034",3034,"Das Tagebuch Der Bridget Jones","Helen Fielding","Wilhelm Goldmann Verlag, GmbH",0
"3035",3035,"Der Geschichtenmacher.","Kjell Johansson","Claassen Verlag",0
"3036",3036,"The Experiment","John Darnton","Penguin USA",10
"3037",3037,"Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv)","Ahne","Kiepenheuer &amp; Witsch GmbH &amp; Co. KG, Verlag",0
"3038",3038,"Die f√?¬ºnfte Frau.","Henning Mankell","Dtv",10
"3039",3039,"Die falsche F√?¬§hrte.","Henning Mankell","Dtv",0
"3040",3040,"Hang a Thousand Trees with Ribbons: The Story of Phillis Wheatley","Ann Rinaldi","Gulliver Books Paperbacks",9
"3041",3041,"Behind the Scenes at the Museum : A Novel","Kate Atkinson","Picador",10
"3042",3042,"Fast Forward","Judy Mercer","Pocket",0
"3043",3043,"Hill Towns","Anne Rivers Siddons","HarperTorch",10
"3044",3044,"The Witness","Sandra Brown","Warner Books",9
"3045",3045,"Speaker of Mandarin","Ruth Rendell","Fawcett Books",0
"3046",3046,"KISS AND TELL (NANCY DREW FILES 104) : KISS AND TELL","Carolyn Keene","Simon Pulse",0
"3047",3047,"Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)","Richard Carlson","Hyperion",0
"3048",3048,"Ten Secrets for the Man in the Mirror","Patrick Morley","Zondervan Publishing House",0
"3049",3049,"Player Piano","Kurt Vonnegut","Dell Publishing Company",9
"3050",3050,"Something Happened","Joseph Heller","Ballantine Books",8
"3051",3051,"Monster : A Novel (Alex Delaware Novels (Paperback))","JONATHAN KELLERMAN","Ballantine Books",0
"3052",3052,"Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback))","Faye Kellerman","Avon",8
"3053",3053,"STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS","Carolyn Keene","Simon Pulse",4
"3054",3054,"ANYTHING FOR LOVE (NANCY DREW FILES 107) : ANYTHING FOR LOVE (Nancy Drew Files (Paperback))","Carolyn Keene","Simon Pulse",8
"3055",3055,"COUNTERFEIT CHRISTMAS (NANCY DREW FILES 102) : COUNTERFEIT CHRISTMAS (Nancy Drew Files (Paperback))","Carolyn Keene","Simon Pulse",0
"3056",3056,"HEART OF ICE (NANCY DREW FILES 103) : HEART OF ICE (Nancy Drew Files (Paperback))","Carolyn Keene","Simon Pulse",0
"3057",3057,"Prom Dress","Lael Littke","Scholastic Paperbacks",0
"3058",3058,"Crossover (Star Trek: The Next Generation)","Michael Jan Friedman","Star Trek",0
"3059",3059,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)","Lemony Snicket","HarperCollins",0
"3060",3060,"American Revolutionary (Time Machine No 10)","Arthur Byron Cover","Starfire",7
"3061",3061,"Terror on Kabran (Escape from Tenopia, No 3)","Richard Brightfield","Bantam Books",0
"3062",3062,"Tenopia Island (Escape from Tenopia, No 1)","Edward Packard","Bantam Books",0
"3063",3063,"A Place of Hiding","ELIZABETH GEORGE","Bantam",0
"3064",3064,"Mythology 101 (Questar Fantasy)","Jody Lynn Nye","Warner Books",10
"3065",3065,"The Man Who Japed","Philip K. Dick","Vintage Books USA",0
"3066",3066,"Ringworld Engineers","Larry Niven","Del Rey Books",7
"3067",3067,"Magicnet","John Dechancie","Harper Mass Market Paperbacks (Mm)",0
"3068",3068,"The Quicksilver Screen","Don H. Debrandt","Del Rey Books",0
"3069",3069,"From Doon With Death","Ruth Rendell","Fawcett Books",10
"3070",3070,"Magic Elizabeth","Norma Kassirer","Random House Childrens Books",0
"3071",3071,"Yours Truly, Shirley","Ann M. Martin","Scholastic Paperbacks (Mm)",0
"3072",3072,"ROSY'S ROMANCE","Sheila Greenwald","Aladdin",0
"3073",3073,"Witch House","Norma Tadlock Johnson","Harpercollins Juvenile Books",0
"3074",3074,"Just As Long As We're Together","Judy Blume","Yearling Books",0
"3075",3075,"Junior High Jitters (Junior High, No 1)","M.L. Kenyon","Scholastic Paperbacks (Mm)",0
"3076",3076,"Flesh And Blood","Michael Cunningham","Touchstone",0
"3077",3077,"The Autograph Man: A Novel (Vintage International (Paperback))","Zadie Smith","Vintage Books USA",10
"3078",3078,"Sisters in Fantasy","Susan Shwartz","Roc",8
"3079",3079,"Call of the Wild","Jack London","Selldowns/no More Orders",10
"3080",3080,"Just a Little Bit Lost","Laurel Trivelpiece","Scholastic Paperbacks",0
"3081",3081,"The SUSPECT NEXT DOOR NANCY DREW FILES #39 (The Nancy Drew Files Case, No 39)","Carolyn Keene","Simon Pulse",0
"3082",3082,"Barbary","Vonda N. McIntyre","Ace Books",0
"3083",3083,"SEARCH FOR DINOSAURS (Time Machine, No 2)","DAVID BISCHOFF","Starfire",0
"3084",3084,"Civil War Secret Agent (Time Machine, No 5)","Steve Perry","Starfire",0
"3085",3085,"Shadowrun: Never Deal With a Dragon (Secrets of Power, No 1)","Robert N. Charrette","Roc",9
"3086",3086,"Shadowrun: Choose Your Enemies Carefully (Shadowrun (Roc))","Robert N. Charrette","Roc",0
"3087",3087,"Shadowrun: Find Your Own Truth (Secrets of Power, Vol 3)","Robert N. Charrette","Roc",9
"3088",3088,"Striper Assassin (Shadowrun, 5254)","Nyx Smith","New Amer Library",0
"3089",3089,"Shadowrun: Nosferatu (Shadowrun (Roc))","Carl Sargent","Roc",0
"3090",3090,"Just Compensation (Shadowrun)","Robert N. Charrette","Roc",10
"3091",3091,"Who Hunts the Hunter (Shadowrun, No 16)","Nyx Smith","Roc",6
"3092",3092,"House of the Sun (Shadowrun)","Nigel D. Findley","Roc",0
"3093",3093,"Technobabel (Shadowrun , No 31)","Stephen Kenson","Roc",7
"3094",3094,"Wolf and Raven (Shadowrun (Roc))","Michael A. Stackpole","Roc",7
"3095",3095,"The Forever Drug (Shadowrun, No 37)","Lisa Smedman","Roc",0
"3096",3096,"Burning Bright (Shadowrun)","Tom Dowd","Roc",10
"3097",3097,"Run Hard, Die Fast (Shadowrun)","Mel Odom","Roc",0
"3098",3098,"Into the Shadows (Shadowrun, No. 7)","Jordan K. Weisman","New Amer Library",0
"3099",3099,"Streets of Blood (Shadowrun, No 8)","Carl Sargent","Roc",9
"3100",3100,"Worlds Without End (Shadowrun)","Caroline Spector","Roc",6
"3101",3101,"Night's Pawn (Shadowrun)","Tom Dowd","Roc",8
"3102",3102,"The Burning Time (Shadowrun, 40)","Stephen Kenson","Roc",9
"3103",3103,"Tails You Lose (Shadowrun, No 39)","Lisa Smedman","Roc",9
"3104",3104,"The Secret Warriors (Men at War (Hardcover))","W. E. B. Griffin","Putnam Publishing Group",9
"3105",3105,"Isaac Asimov's Christmas","Gardner Dozois","Ace Books",8
"3106",3106,"Transvergence","Charles Sheffield","Baen Books",0
"3107",3107,"Area 51: The Sphinx (Area 51 (Paperback))","ROBERT DOHERTY","Dell",5
"3108",3108,"Term Limits","Vince Flynn","Pocket Star",8
"3109",3109,"Curious George and the Pizza","Margret Rey","Houghton Mifflin",7
"3110",3110,"Girl, Interrupted","SUSANNA KAYSEN","Vintage",8
"3111",3111,"Messiah","Andrei Codrescu","Simon &amp; Schuster Books",8
"3112",3112,"The Firebrand: A Novel","Marion Zimmer Bradley","Roc",10
"3113",3113,"The Third Witch: A Novel","Rebecca Reisert","Washington Square Press",0
"3114",3114,"Wish You Well","David Baldacci","Warner Books",9
"3115",3115,"Diving Bell and the Butterfly","Jean Dominiqu Bauby","Fourth Estate Ltd",9
"3116",3116,"Whispers","BELVA PLAIN","Dell",0
"3117",3117,"Der Poet.","Michael Connelly","Heyne",6
"3118",3118,"Dunkles Leuchten.","David L. Lindsey","Goldmann",8
"3119",3119,"Ich, meine Freundin und all diese M√?¬§nner.","Binnie Kirshenbaum","Dtv",8
"3120",3120,"Was M√?¬§nner sagen.","Joan Smith","Dtv",7
"3121",3121,"Four To Score (A Stephanie Plum Novel)","Janet Evanovich","St. Martin's Paperbacks",8
"3122",3122,"The Ultimate Maze Book","David Anson Russo","Simon &amp; Schuster",0
"3123",3123,"The STAR TREK THE RETURN","William Shatner","Audioworks",0
"3124",3124,"Fat Tuesday (Thomas Black Mysteries)","Earl W. Emerson","Fawcett Books",0
"3125",3125,"The Ship Who Sang","Anne McCaffrey","Del Rey Books",7
"3126",3126,"Master of Many Treasures","Mary Brown","Baen",9
"3127",3127,"Pigs Don't Fly","Mary Brown","Baen",0
"3128",3128,"Isle of Woman (Geodyssey)","Piers Anthony","Tor Fantasy",0
"3129",3129,"Tale of Two Cities (Watermill Classics)","Charles Dickens","Troll Communications",7
"3130",3130,"The Wall","Mary Rinehart","Kensington Publishing Corporation",6
"3131",3131,"Push","Sapphire","Vintage Books USA",6
"3132",3132,"She Said Yes: The Unlikely Martyrdom of Cassie Bernall","Misty Bernall","Plough Publishing House",7
"3133",3133,"B-More Careful","Shannon Holmes","Teri Woods Publishing",6
"3134",3134,"Champagner und Kamillentee.","Franziska Stalmann","Piper",0
"3135",3135,"Finstere Gr√?¬ºnde.","Colin Dexter","Rowohlt Tb.",0
"3136",3136,"Potsdamer Ableben.","Pieke Biermann","Goldmann",6
"3137",3137,"Sommer Ende Zwanzig.","Claudio Paglieri","Aufbau Tb",0
"3138",3138,"Der kugelrunde Roberto.","Susanna Tamaro","Diogenes Verlag",6
"3139",3139,"Windm√?¬§hne. ( Ab 10 J.).","Sigrid Heuck","Bertelsmann, M√?¬ºnchen",7
"3140",3140,"Yeats ist tot! 15 Autoren schreiben einen sehr irischen Roman.","Marian Keyes","Ullstein TB-Vlg",0
"3141",3141,"Ehrensache.","Ian Rankin","Goldmann",10
"3142",3142,"Das letzte Konzert.","Bruce Alexander","Btb Bei Goldmann",0
"3143",3143,"S√?¬ºden und der Stra√?¬?enbahntrinker.","Friedrich Ani","Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",9
"3144",3144,"Alberta empf√?¬§ngt einen Liebhaber. Jubil√?¬§ums- Edition.","Birgit Vanderbeke","Fischer (Tb.), Frankfurt",8
"3145",3145,"Precious Moments: What a Wonderful World (Golden Super Shape Book)","Golden Books","Golden Books",0
"3146",3146,"You'Ve Lost Your Marbles, Lickety Spilt","H Williams","Durkin Hayes Publishing Ltd.",0
"3147",3147,"The Forgotten Treasure (Book of Mormon Sleuth, Vol. 4)","C. B. Andersen","Deseret Book Company",9
"3148",3148,"Two of a Kind #19: Surprise, Surprise! (Two of a Kind, 19)","Mary-Kate &amp; Ashley Olsen","HarperEntertainment",7
"3149",3149,"Lucky, Lucky Day (Full House Michelle)","R.L. Stine","Simon Spotlight",6
"3150",3150,"Meg and the Secret Scrapbook (Always Friends Club, No 1)","Susan Meyers","Troll Communications",8
"3151",3151,"Sheltie Saves The Day (Sheltie)","Peter Clover","Aladdin",6
"3152",3152,"Elidor","Alan Garner","Magic Carpet Books",0
"3153",3153,"The Owl Service","Alan Garner","Magic Carpet Books",7
"3154",3154,"Hexenjagd. Ein Drama in 2 Akten.","Arthur Miller","Fischer (Tb.), Frankfurt",2
"3155",3155,"Tod eines Handlungsreisenden.","Arthur Miller","Fischer (Tb.), Frankfurt",0
"3156",3156,"El caballero de la armadura oxidada","Robert Fisher","Obelisco",7
"3157",3157,"A Thousand Acres","Jane Smiley","Alfred A. Knopf",8
"3158",3158,"Bailey's Cafe","Gloria Naylor","Harcourt",7
"3159",3159,"The Body on the Beach: A Fethering Mystery (Fethering Mysteries (Hardcover))","Simon Brett","Prime Crime",0
"3160",3160,"The Analyst","John Katzenbach","Ballantine Books",7
"3161",3161,"From This Moment on","Lynn Kurland","Berkley Publishing Group",7
"3162",3162,"The BRIDE - PROMOTIONAL","Julie Garwood","Pocket",7
"3163",3163,"Rising Tides","Nora Roberts","Jove Books",7
"3164",3164,"Born in Fire","Nora Roberts","Jove Books",7
"3165",3165,"The Cheese Monkeys : A Novel in Two Semesters","Chip Kidd","Perennial",0
"3166",3166,"South of the Border, West of the Sun","Haruki Murakami","Vintage Books USA",7
"3167",3167,"Mansfield Park (Bantam Classic)","Jane Austen","Bantam Books",7
"3168",3168,"Bagombo Snuff Box: Uncollected Short Fiction","Kurt Vonnegut","Berkley Publishing Group",8
"3169",3169,"God Bless You, Mr. Rosewater or Pearls Before Swine","Kurt Vonnegut","Dell Publishing Company",7
"3170",3170,"The Water-Method Man","John Irving","Ballantine Books",7
"3171",3171,"The Neal Pollack Anthology of American Literature: The Collected Writings of Neal Pollack","Neal Pollack","Perennial",5
"3172",3172,"Watership Down","Richard Adams","Avon",8
"3173",3173,"Teach Us to Outgrow Our Madness","Kenzaburo Oe","Grove Press",9
"3174",3174,"Uno, Nessuno E Centomila (Fiction, Poetry and Drama)","Pirandello","Feltrinelli",0
"3175",3175,"Un Giorno Dopo L'altro","Carlo Lucarelli","Einaudi",9
"3176",3176,"The Safe House","Nicci French","Michael Joseph",0
"3177",3177,"The Flaming Corsage","William J. Kennedy","Viking Books",0
"3178",3178,"The Scarlet Letter (Dover Thrift Editions)","Nathaniel Hawthorne","Dover Publications",0
"3179",3179,"Ensel und Krete. Ein M√?¬§rchen aus Zamonien von Hildegunst von Mythenmetz.","Walter Moers","Eichborn",0
"3180",3180,"Humans (Neanderthal Parallax)","Robert J. Sawyer","Tor Books",10
"3181",3181,"Have Spacesuit Will Travel","Robert Heinlein","Macmillan Pub Co",10
"3182",3182,"Bellwether","Connie Willis","Bantam Books",5
